Local Time,AQI,CO,NO2,O3,PM10,PM25,SO2,Clouds,Precipitation,Pressure,Relative Humidity,Temperature,UV Index,Wind Speed
2023-02-05 00:00:00,63.0,0.2475062549089611,13.300631446240127,0.019939120833333338,22.5,18.0,26.344304311179098,100,0.5,1011,96,20.1,0.0,2.33
2023-02-05 01:00:00,63.0,0.25870925383791504,11.205660192803036,0.020546166666666667,22.5,18.0,22.740767333687135,100,0.5,1011,96,20.1,0.0,2.0
2023-02-05 02:00:00,52.0,0.23942409139593,9.59789155644434,0.021480083333333337,16.3,13.0,18.89232978490931,100,0.75,1011,96,20.1,0.0,2.0
2023-02-05 03:00:00,54.0,0.22013892895394505,7.941402658377803,0.022414000000000003,17.5,14.0,15.043892236131489,100,0.5,1010,96,20.0,0.0,2.0
2023-02-05 04:00:00,76.0,0.20077374509103893,6.3336340220191065,0.023347916666666666,30.0,24.0,11.195454687353667,100,0.5,1010,96,20.0,0.0,2.0
2023-02-05 05:00:00,74.0,0.17436667618707605,5.992592190064232,0.023347916666666666,28.8,23.0,10.495738769394062,100,0.5,1010,96,20.0,0.0,2.0
2023-02-05 06:00:00,72.0,0.14787958586219208,5.700270619817196,0.023347916666666666,27.5,22.0,9.79602285143446,100,0.5,1011,96,20.0,0.0,2.0
2023-02-05 07:00:00,80.0,0.12139249553730809,5.359228787862322,0.023347916666666666,32.5,26.0,9.096306933474853,100,0.5,1011,96,20.0,0.6,2.0
2023-02-05 08:00:00,69.0,0.1256336308461264,7.649081088130768,0.021620170833333334,26.3,21.0,11.300412075047605,100,0.5,1012,96,20.1,0.8,2.0
2023-02-05 09:00:00,85.0,0.12979474473402358,9.890213126691375,0.019939120833333338,35.0,28.0,13.539503012518342,100,0.5,1013,96,20.1,1.1,2.0
2023-02-05 10:00:00,107.0,0.13403588004284187,12.180065426959821,0.018211375000000002,47.5,38.0,15.743608154091095,100,0.75,1014,96,20.2,1.6,2.0
2023-02-05 11:00:00,85.0,0.16468408425562303,15.249441914553696,0.016950587500000003,35.0,28.0,26.6941622701589,83,0.5,1012,92,21.5,2.1,2.33
2023-02-05 12:00:00,85.0,0.19533228846840417,18.367538663855413,0.015736495833333336,35.0,28.0,37.679702182124686,66,0.5,1011,88,22.7,2.4,2.66
2023-02-05 13:00:00,95.0,0.2260605141021064,21.436915151449288,0.014475708333333335,41.3,33.0,48.63025629819249,50,0.0,1010,84,24.0,2.3,3.0
2023-02-05 14:00:00,78.0,0.22590047126026422,22.557481170729588,0.015876583333333336,31.3,25.0,47.93054038023289,66,0.0,1009,85,23.6,1.8,3.0
2023-02-05 15:00:00,78.0,0.22574042841842204,23.726767451717734,0.017277458333333336,31.3,25.0,47.23082446227328,83,0.0,1009,85,23.1,1.3,3.0
2023-02-05 16:00:00,98.0,0.22558038557657978,24.847333470998034,0.018678333333333335,42.5,34.0,46.53110854431368,100,0.0,1008,86,22.7,0.9,3.0
2023-02-05 17:00:00,78.0,0.2191786719028918,23.726767451717734,0.020079208333333334,31.3,25.0,43.1374863422096,100,0.0,1009,89,22.0,0.7,2.66
2023-02-05 18:00:00,76.0,0.21277695822920384,22.557481170729588,0.021480083333333337,30.0,24.0,39.778849936003496,100,0.0,1009,92,21.2,0.0,2.33
2023-02-05 19:00:00,85.0,0.206455265976437,21.436915151449288,0.022880958333333336,35.0,28.0,36.38522773389941,100,0.0,1010,95,20.5,0.0,2.0
2023-02-05 20:00:00,98.0,0.2287012209925027,20.316349132168984,0.021947041666666667,42.5,34.0,33.83126463334686,100,0.0,1010,95,20.2,0.0,2.66
2023-02-05 21:00:00,78.0,0.25094717600856836,19.147062851180838,0.021013125000000004,31.3,25.0,31.242315736896327,100,0.0,1011,95,20.0,0.0,3.33
2023-02-05 22:00:00,80.0,0.27319313102463405,18.026496831900538,0.020079208333333334,32.5,26.0,28.688352636343772,100,0.0,1011,96,19.7,0.0,4.0
2023-02-05 23:00:00,72.0,0.2599895965726526,16.223847148710483,0.019472162500000004,27.5,22.0,25.994446352199294,100,0.0,1011,95,19.8,0.0,3.33
