,AQI,PM25,PM10,O3,CO,SO2,NO2,Clouds,Precipitation,Pressure,Relative Humidity,Temperature,UV Index,Wind Speed
2023-07-30,99,34.75,43.458333333333336,0.06630808333333334,0.2573488896822564,38.48437548777822,14.275036680396912,65.16666666666667,0.5833333333333334,1000.3333333333334,83.45833333333333,30.008333333333336,1.1125,1.1341666666666665
2023-07-31,90,30.25,37.8375,0.04996454166666667,0.14342839432345592,37.434801610838825,11.205660192803036,72.5,1.7708333333333333,1001.5833333333334,86.16666666666667,28.75,1.0958333333333334,0.8775
2023-08-01,79,22.25,27.839999999999996,0.05650195833333334,0.18636988932524098,58.42627914962695,18.367538663855413,91.8,1.3625,1001.85,85.8,28.185000000000002,1.285,1.341
2023-08-02,85,27.2,34.02,0.03969145833333334,0.32968825419493036,58.8810944963007,18.17265761702405,83.8,0.25,1000.6666666666666,91.4,27.68,0.22000000000000003,0.9273333333333333
2023-08-03,88,29.0625,36.3625,0.057435875000000004,0.18492950374866118,56.32713139574814,12.667268044038213,90.1875,0.53125,999.875,89.125,28.16875,0.6875,0.96375
2023-08-04,73,20.75,25.962499999999995,0.05510108333333334,0.1674548259550161,50.7294040520713,12.180065426959821,96.625,3.0104166666666665,1000.875,94.0,27.058333333333334,1.0625,1.0291666666666666
2023-08-05,70,19.25,24.09166666666667,0.04576191666666667,0.1674848339878615,44.431960790434864,11.546702024757911,92.04166666666667,0.46875,1000.1666666666666,90.79166666666667,27.27916666666667,1.4333333333333333,1.20375
2023-08-06,71,19.958333333333332,24.97083333333333,0.05977066666666667,0.12791424134237772,34.63593793900041,11.205660192803036,88.5,0.2916666666666667,997.4583333333334,83.58333333333333,28.454166666666666,1.0791666666666666,1.00875
2023-08-07,70,18.916666666666668,23.67083333333333,0.06070458333333334,0.1193919600142806,31.83707426716199,10.23125495864625,85.79166666666667,0.40625,996.9166666666666,78.625,29.09166666666667,1.0833333333333333,1.55875
2023-08-08,103,18.958333333333332,23.72083333333333,0.071444625,0.11401452052838272,36.38522773389941,11.205660192803036,61.875,0.052083333333333336,998.9583333333334,77.04166666666667,29.7,1.9833333333333334,1.7045833333333331
2023-08-09,127,28.65,35.83999999999999,0.078449,0.16710473223848626,42.43777042424999,14.128875895273394,54.5,0.2875,1001.05,78.85,30.139999999999997,1.5550000000000002,1.4215
2023-08-10,125,30.61111111111111,38.28888888888888,0.07798204166666668,0.2790747054623349,59.02103767989261,21.436915151449288,86.16666666666667,0.9305555555555556,1002.1111111111111,91.0,29.049999999999997,0.4166666666666667,1.223888888888889
2023-08-11,142,52.2,65.275,0.074246375,0.37690089253837916,54.92769955982892,15.931525578463448,85.2,1.3,1001.35,95.3,27.655,0.825,0.9615
2023-08-12,110,39.05263157894737,48.83684210526316,0.07097766666666668,0.210166259371653,53.52826772390972,13.154470661116607,84.26315789473684,0.631578947368421,1000.8947368421053,91.21052631578948,27.27894736842105,0.7631578947368421,0.9568421052631578
2023-08-13,87,28.615384615384617,35.800000000000004,0.07065079583333335,0.30596190289182434,54.92769955982892,14.128875895273394,62.15384615384615,0.25,1000.7692307692307,84.07692307692308,28.784615384615385,0.10769230769230768,0.8146153846153846
2023-08-14,125,30.541666666666668,38.199999999999996,0.07798204166666668,0.2252602998928954,50.274588705397555,11.69286280988143,54.875,1.03125,1001.2916666666666,81.66666666666667,29.15833333333333,1.125,1.465
2023-08-15,75,21.875,27.375,0.05883675,0.2196588004284184,54.577841600849126,10.085094173522732,75.125,0.625,1003.2916666666666,82.79166666666667,28.745833333333334,1.0541666666666667,1.0129166666666667
2023-08-16,128,39.65,49.59499999999999,0.07877587083333333,0.18132853980721172,37.08494365185902,13.154470661116607,60.15,0.1125,1004.15,82.95,30.135,0.93,1.5785
2023-08-17,120,43.294117647058826,54.14705882352941,0.07410628749999999,0.2285411781506605,40.58352324165705,14.128875895273394,39.705882352941174,0.0,1003.3529411764706,80.47058823529412,31.03529411764706,0.7176470588235294,1.4570588235294117
2023-08-18,116,39.888888888888886,49.888888888888886,0.07532037916666669,0.15730210817565154,41.98295507757625,11.69286280988143,60.44444444444444,0.1111111111111111,1002.5,81.66666666666667,30.805555555555557,0.6444444444444444,1.1816666666666666
